Name,id,Health Labels,Ingredients_with_weights,Ingredients_only,raw_ingr
Broccoli With Lemon Sauce,e42628,"['LOW_FAT_ABS', 'PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'KOSHER']","['95.2 grams broccoli', '2.39 grams lemon juice', '2.41 grams lemon-lime']","['broccoli', 'lemon-lime', 'lemon juice']","[{'retainedWeight': 95.20081421756726, 'exactFood': 'broccoli'}, {'retainedWeight': 2.387849369725918, 'exactFood': 'lemon juice'}, {'retainedWeight': 2.4113364127068233, 'exactFood': 'lemon-lime'}]"
Slow Cooker Cioppino,e15408,"['PESCATARIAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE']","['13.28 grams onions', '3.35 grams celery', '0.23 grams garlic', '26.35 grams diced tomatoes', '7.53 grams clam juice', '5.65 grams tomato paste', '3.9 grams dry white wine', '0.49 grams red wine vinegar', '0.46 grams vegetable oil', '0.08 grams Italian seasoning', '0.03 grams sugar', '0.01 grams red pepper flakes', '0.02 grams bay leaf', '15.06 grams fish', '11.29 grams shrimp', '6.12 grams clams', '5.65 grams crabmeat', '0.5 grams parsley']","['clam juice', 'clams', 'bay leaf', 'diced tomatoes', 'fish', 'sugar', 'tomato paste', 'Italian seasoning', 'red wine vinegar', 'celery', 'dry white wine', 'vegetable oil', 'red pepper flakes', 'shrimp', 'parsley', 'crabmeat', 'garlic', 'onions']","[{'retainedWeight': 13.277222171968027, 'exactFood': 'onions'}, {'retainedWeight': 3.3524985984219273, 'exactFood': 'celery'}, {'retainedWeight': 0.2323513880094405, 'exactFood': 'garlic'}, {'retainedWeight': 26.348204189997926, 'exactFood': 'diced tomatoes'}, {'retainedWeight': 7.528058339999407, 'exactFood': 'clam juice'}, {'retainedWeight': 5.646043754999555, 'exactFood': 'tomato paste'}, {'retainedWeight': 3.9035033185586, 'exactFood': 'dry white wine'}, {'retainedWeight': 0.4945765259058091, 'exactFood': 'red wine vinegar'}, {'retainedWeight': 0.464702776018881, 'exactFood': 'vegetable oil'}, {'retainedWeight': 0.08298263857480018, 'exactFood': 'Italian seasoning'}, {'retainedWeight': 0.034852708201416074, 'exactFood': 'sugar'}, {'retainedWeight': 0.0063965783904652886, 'exactFood': 'red pepper flakes'}, {'retainedWeight': 0.019915833257952043, 'exactFood': 'bay leaf'}, {'retainedWeight': 15.056116679998814, 'exactFood': 'fish'}, {'retainedWeight': 11.29208750999911, 'exactFood': 'shrimp'}, {'retainedWeight': 6.116547401249519, 'exactFood': 'clams'}, {'retainedWeight': 5.646043754999555, 'exactFood': 'crabmeat'}, {'retainedWeight': 0.49789583144880106, 'exactFood': 'parsley'}]"
Paleo Crab Cakes,e37739,"['SUGAR_CONSCIOUS', 'KIDNEY_FRIENDLY', 'KETO_FRIENDLY', 'PESCATARIAN', 'PALEO', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['73.21 grams crab meat', '3.23 grams red onion', '1.23 grams parsley', '4.66 grams mayo', '0.45 grams garlic', '0.0 grams Salt', '0.3 grams pepper', '0.04 grams cayenne pepper', '6.94 grams egg', '2.26 grams coconut flour', '7.68 grams coconut oil']","['mayo', 'egg', 'coconut oil', 'coconut flour', 'parsley', 'pepper', 'garlic', 'red onion', 'Salt', 'crab meat', 'cayenne pepper']","[{'retainedWeight': 73.21373631529524, 'exactFood': 'crab meat'}, {'retainedWeight': 3.228173186215422, 'exactFood': 'red onion'}, {'retainedWeight': 1.2267058107618605, 'exactFood': 'parsley'}, {'retainedWeight': 4.660675037519717, 'exactFood': 'mayo'}, {'retainedWeight': 0.4519442460701591, 'exactFood': 'garlic'}, {'retainedWeight': 0.0, 'exactFood': 'Salt'}, {'retainedWeight': 0.29910269192422734, 'exactFood': 'pepper'}, {'retainedWeight': 0.0363169483449235, 'exactFood': 'cayenne pepper'}, {'retainedWeight': 6.940572350363158, 'exactFood': 'egg'}, {'retainedWeight': 2.25972123031259, 'exactFood': 'coconut flour'}, {'retainedWeight': 7.683052183192705, 'exactFood': 'coconut oil'}]"
Carrot And Pineapple Cupcakes,e10578,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['13.97 grams granulated sugar', '7.61 grams canola oil', '6.98 grams eggs', '0.29 grams vanilla extract', '13.09 grams all purpose flour', '0.18 grams ground cinnamon', '0.15 grams kosher salt', '0.32 grams baking soda', '2.53 grams golden raisins', '11.52 grams carrot', '5.76 grams pineapple', '0.42 grams fresh ginger', '15.84 grams cream cheese', '1.98 grams unsalted butter', '18.85 grams powdered sugar', '0.29 grams vanilla extract', '0.18 grams ground cinnamon', '0.03 grams salt']","['baking soda', 'all purpose flour', 'eggs', 'fresh ginger', 'granulated sugar', 'golden raisins', 'carrot', 'powdered sugar', 'ground cinnamon', 'unsalted butter', 'kosher salt', 'salt', 'pineapple', 'cream cheese', 'vanilla extract', 'canola oil']","[{'retainedWeight': 13.96525755229298, 'exactFood': 'granulated sugar'}, {'retainedWeight': 7.611065365999675, 'exactFood': 'canola oil'}, {'retainedWeight': 6.98262877614649, 'exactFood': 'eggs'}, {'retainedWeight': 0.2932704085981526, 'exactFood': 'vanilla extract'}, {'retainedWeight': 13.09242895527467, 'exactFood': 'all purpose flour'}, {'retainedWeight': 0.18154834817980875, 'exactFood': 'ground cinnamon'}, {'retainedWeight': 0.1465655525902556, 'exactFood': 'kosher salt'}, {'retainedWeight': 0.32120092370273856, 'exactFood': 'baking soda'}, {'retainedWeight': 2.531202931353103, 'exactFood': 'golden raisins'}, {'retainedWeight': 11.521337480641709, 'exactFood': 'carrot'}, {'retainedWeight': 5.760668740320854, 'exactFood': 'pineapple'}, {'retainedWeight': 0.41895772656170627, 'exactFood': 'fresh ginger'}, {'retainedWeight': 15.836335677012432, 'exactFood': 'cream cheese'}, {'retainedWeight': 1.9830665724256031, 'exactFood': 'unsalted butter'}, {'retainedWeight': 18.853097695595526, 'exactFood': 'powdered sugar'}, {'retainedWeight': 0.2932704085981526, 'exactFood': 'vanilla extract'}, {'retainedWeight': 0.18154834817980875, 'exactFood': 'ground cinnamon'}, {'retainedWeight': 0.02654853652630451, 'exactFood': 'salt'}]"
Light And Fresh Potato Salad,e37119,"['SUGAR_CONSCIOUS', 'PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['3.96 grams seasoned rice vinegar', '1.85 grams canola oil', '0.1 grams salt', '0.02 grams black pepper', '60.08 grams red potato', '0.2 grams salt', '6.89 grams cucumber', '8.69 grams cherry tomatoes', '7.4 grams green bell pepper', '4.93 grams orange bell pepper', '1.66 grams green onions', '4.22 grams ripe olives']","['orange bell pepper', 'cucumber', 'green onions', 'red potato', 'seasoned rice vinegar', 'cherry tomatoes', 'black pepper', 'green bell pepper', 'ripe olives', 'salt', 'canola oil']","[{'retainedWeight': 3.9569309305668674, 'exactFood': 'seasoned rice vinegar'}, {'retainedWeight': 1.8542939925669002, 'exactFood': 'canola oil'}, {'retainedWeight': 0.09933717817322679, 'exactFood': 'salt'}, {'retainedWeight': 0.019039625816535136, 'exactFood': 'black pepper'}, {'retainedWeight': 60.078114768941624, 'exactFood': 'red potato'}, {'retainedWeight': 0.19867435634645358, 'exactFood': 'salt'}, {'retainedWeight': 6.887377686677058, 'exactFood': 'cucumber'}, {'retainedWeight': 8.692003090157344, 'exactFood': 'cherry tomatoes'}, {'retainedWeight': 7.4006197739053965, 'exactFood': 'green bell pepper'}, {'retainedWeight': 4.933746515936931, 'exactFood': 'orange bell pepper'}, {'retainedWeight': 1.6556196362204467, 'exactFood': 'green onions'}, {'retainedWeight': 4.224242444691208, 'exactFood': 'ripe olives'}]"
Green Peas Curry,e42037,"['PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'SPECIFIC_CARBS', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['32.32 grams Green Peas', '3.12 grams Oil', '0.23 grams Cumin Seeds', '0.22 grams Cinnamon', '16.72 grams Onion', '10.03 grams Green Chillies', '0.67 grams Ginger', '34.27 grams Tomatoes', '0.3 grams Chilli Powder', '0.56 grams Coriander', '0.23 grams Cumin', '0.33 grams Turmeric', '0.21 grams Masala', '0.56 grams Salt', '0.0 grams Lemon Juice', '0.22 grams Coriander leaves']","['Lemon Juice', 'Onion', 'Turmeric', 'Oil', 'Cinnamon', 'Cumin Seeds', 'Green Chillies', 'Tomatoes', 'Masala', 'Ginger', 'Coriander leaves', 'Chilli Powder', 'Coriander', 'Cumin', 'Green Peas', 'Salt']","[{'retainedWeight': 32.32056704798639, 'exactFood': 'Green Peas'}, {'retainedWeight': 3.1206064735986856, 'exactFood': 'Oil'}, {'retainedWeight': 0.23404548551990143, 'exactFood': 'Cumin Seeds'}, {'retainedWeight': 0.21732795083990847, 'exactFood': 'Cinnamon'}, {'retainedWeight': 16.71753467999296, 'exactFood': 'Onion'}, {'retainedWeight': 10.030520807995774, 'exactFood': 'Green Chillies'}, {'retainedWeight': 0.6687013871884129, 'exactFood': 'Ginger'}, {'retainedWeight': 34.270946093985565, 'exactFood': 'Tomatoes'}, {'retainedWeight': 0.3009156242398733, 'exactFood': 'Chilli Powder'}, {'retainedWeight': 0.5572511559997653, 'exactFood': 'Coriander'}, {'retainedWeight': 0.23404548551990143, 'exactFood': 'Cumin'}, {'retainedWeight': 0.33435069359985914, 'exactFood': 'Turmeric'}, {'retainedWeight': 0.21175543927991078, 'exactFood': 'Masala'}, {'retainedWeight': 0.5585312118531858, 'exactFood': 'Salt'}, {'retainedWeight': 0.0, 'exactFood': 'Lemon Juice'}, {'retainedWeight': 0.2229004623999061, 'exactFood': 'Coriander leaves'}]"
Grilled Halibut With Mango Salsa,e50827,"['PESCATARIAN', 'SPECIFIC_CARBS', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['46.15 grams mango', '0.82 grams scallion', '0.38 grams garlic', '0.52 grams parsley', '1.85 grams extra virgin olive oil', '1.41 grams lime juice', '0.51 grams salt', '0.29 grams pepper', '46.72 grams halibut', '1.33 grams oil']","['scallion', 'oil', 'extra virgin olive oil', 'parsley', 'mango', 'lime juice', 'pepper', 'garlic', 'salt', 'halibut']","[{'retainedWeight': 46.14631977105641, 'exactFood': 'mango'}, {'retainedWeight': 0.8240414244831502, 'exactFood': 'scallion'}, {'retainedWeight': 0.3845526647588034, 'exactFood': 'garlic'}, {'retainedWeight': 0.5218929021726618, 'exactFood': 'parsley'}, {'retainedWeight': 1.854093205087088, 'exactFood': 'extra virgin olive oil'}, {'retainedWeight': 1.4100264375204639, 'exactFood': 'lime juice'}, {'retainedWeight': 0.5121801547889029, 'exactFood': 'salt'}, {'retainedWeight': 0.29358986773129386, 'exactFood': 'pepper'}, {'retainedWeight': 46.72236283868602, 'exactFood': 'halibut'}, {'retainedWeight': 1.3309407337151986, 'exactFood': 'oil'}]"
Italian Sausage Pasta Skillet,e43897,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE']","['22.94 grams Italian sausage', '24.68 grams milk', '11.99 grams water', '22.91 grams macaroni', '0.81 grams balsamic vinegar', '13.14 grams mozzarella cheese', '1.71 grams roasted red peppers', '1.52 grams croutons', '0.3 grams fresh basil']","['balsamic vinegar', 'fresh basil', 'water', 'croutons', 'Italian sausage', 'macaroni', 'roasted red peppers', 'mozzarella cheese', 'milk']","[{'retainedWeight': 22.940946042771213, 'exactFood': 'Italian sausage'}, {'retainedWeight': 24.681150762902714, 'exactFood': 'milk'}, {'retainedWeight': 11.986542481163818, 'exactFood': 'water'}, {'retainedWeight': 22.91098626146502, 'exactFood': 'macaroni'}, {'retainedWeight': 0.809218057800089, 'exactFood': 'balsamic vinegar'}, {'retainedWeight': 13.143471423174883, 'exactFood': 'mozzarella cheese'}, {'retainedWeight': 1.7069443406720628, 'exactFood': 'roasted red peppers'}, {'retainedWeight': 1.5172838583751669, 'exactFood': 'croutons'}, {'retainedWeight': 0.3034567716750334, 'exactFood': 'fresh basil'}]"
Pineapple Pecan Cake With Cream Cheese Frosting,e70106,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['12.41 grams flour', '19.86 grams sugar', '0.46 grams baking soda', '4.27 grams eggs', '28.15 grams pineapple', '5.41 grams pecans', '5.61 grams butter', '11.26 grams cream cheese', '11.92 grams confectioners sugar', '0.65 grams vanilla']","['baking soda', 'pecans', 'flour', 'sugar', 'eggs', 'butter', 'pineapple', 'cream cheese', 'confectioners sugar', 'vanilla']","[{'retainedWeight': 12.413190539784846, 'exactFood': 'flour'}, {'retainedWeight': 19.861104863655754, 'exactFood': 'sugar'}, {'retainedWeight': 0.4568054118640823, 'exactFood': 'baking soda'}, {'retainedWeight': 4.270137545685987, 'exactFood': 'eggs'}, {'retainedWeight': 28.15264258101294, 'exactFood': 'pineapple'}, {'retainedWeight': 5.412151075346193, 'exactFood': 'pecans'}, {'retainedWeight': 5.6107621239827505, 'exactFood': 'butter'}, {'retainedWeight': 11.261057032405176, 'exactFood': 'cream cheese'}, {'retainedWeight': 11.916662918193452, 'exactFood': 'confectioners sugar'}, {'retainedWeight': 0.645485908068812, 'exactFood': 'vanilla'}]"
Chocolate-banana Cake With Walnuts,e36483,"['VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['28.03 grams flour', '7.23 grams cocoa', '0.55 grams coffee', '0.29 grams cinnamon', '0.52 grams baking powder', '0.26 grams baking soda', '11.21 grams butter', '26.46 grams banana', '4.82 grams egg', '16.82 grams powdered sugar', '0.45 grams walnuts', '3.36 grams milk']","['coffee', 'cinnamon', 'baking soda', 'flour', 'cocoa', 'baking powder', 'egg', 'butter', 'walnuts', 'banana', 'powdered sugar', 'milk']","[{'retainedWeight': 28.02900067268815, 'exactFood': 'flour'}, {'retainedWeight': 7.231482173553543, 'exactFood': 'cocoa'}, {'retainedWeight': 0.5531056133024336, 'exactFood': 'coffee'}, {'retainedWeight': 0.2915016069959568, 'exactFood': 'cinnamon'}, {'retainedWeight': 0.515733612377462, 'exactFood': 'baking powder'}, {'retainedWeight': 0.257866806188731, 'exactFood': 'baking soda'}, {'retainedWeight': 11.21160026907526, 'exactFood': 'butter'}, {'retainedWeight': 26.459376635017613, 'exactFood': 'banana'}, {'retainedWeight': 4.820988115702362, 'exactFood': 'egg'}, {'retainedWeight': 16.81740040361289, 'exactFood': 'powdered sugar'}, {'retainedWeight': 0.4484640107630104, 'exactFood': 'walnuts'}, {'retainedWeight': 3.363480080722578, 'exactFood': 'milk'}]"
Pumpkin Alfredo Sauce,e25982,"['KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['2.9 grams unsalted butter', '1.59 grams flour', '0.92 grams garlic', '36.4 grams heavy cream', '24.88 grams milk', '24.98 grams pumpkin puree', '0.03 grams cinnamon', '0.17 grams rosemary', '0.26 grams salt', '0.3 grams pepper', '7.58 grams Parmesan']","['cinnamon', 'flour', 'Parmesan', 'pumpkin puree', 'heavy cream', 'rosemary', 'unsalted butter', 'pepper', 'salt', 'garlic', 'milk']","[{'retainedWeight': 2.895324669713872, 'exactFood': 'unsalted butter'}, {'retainedWeight': 1.5929383085744504, 'exactFood': 'flour'}, {'retainedWeight': 0.9175324657543962, 'exactFood': 'garlic'}, {'retainedWeight': 36.39545447492438, 'exactFood': 'heavy cream'}, {'retainedWeight': 24.875324627119184, 'exactFood': 'milk'}, {'retainedWeight': 24.977272678869674, 'exactFood': 'pumpkin puree'}, {'retainedWeight': 0.03313311681890875, 'exactFood': 'cinnamon'}, {'retainedWeight': 0.17331168797583038, 'exactFood': 'rosemary'}, {'retainedWeight': 0.2612303901435755, 'exactFood': 'salt'}, {'retainedWeight': 0.29832134479518374, 'exactFood': 'pepper'}, {'retainedWeight': 7.580156235310538, 'exactFood': 'Parmesan'}]"
Almond French Toast,e69882,"['KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['14.84 grams almonds', '17.73 grams eggs', '33.54 grams milk', '3.22 grams all-purpose flour', '0.17 grams salt', '0.32 grams baking powder', '0.29 grams almond extract', '0.58 grams vanilla extract', '16.49 grams French bread', '5.77 grams oil', '5.86 grams butter', ""1.19 grams Confectioners' sugar""]","[""Confectioners' sugar"", 'all-purpose flour', 'eggs', 'baking powder', 'French bread', 'oil', 'almonds', 'almond extract', 'butter', 'salt', 'vanilla extract', 'milk']","[{'retainedWeight': 14.844724927858268, 'exactFood': 'almonds'}, {'retainedWeight': 17.731199219386262, 'exactFood': 'eggs'}, {'retainedWeight': 33.53808224442053, 'exactFood': 'milk'}, {'retainedWeight': 3.2215114860258853, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 0.1737401307071707, 'exactFood': 'salt'}, {'retainedWeight': 0.3161376605006853, 'exactFood': 'baking powder'}, {'retainedWeight': 0.2886474291527997, 'exactFood': 'almond extract'}, {'retainedWeight': 0.5772948583055993, 'exactFood': 'vanilla extract'}, {'retainedWeight': 16.494138808731407, 'exactFood': 'French bread'}, {'retainedWeight': 5.772948583055992, 'exactFood': 'oil'}, {'retainedWeight': 5.855419277099649, 'exactFood': 'butter'}, {'retainedWeight': 1.186155374755755, 'exactFood': ""Confectioners' sugar""}]"
S'more Parfaits,e76376,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['56.61 grams milk', '12.83 grams chocolate fudge', '19.49 grams graham crackers', '5.8 grams marshmallows', '5.28 grams semisweet chocolate chips']","['semisweet chocolate chips', 'chocolate fudge', 'marshmallows', 'graham crackers', 'milk']","[{'retainedWeight': 56.60838234700749, 'exactFood': 'milk'}, {'retainedWeight': 12.82541120136765, 'exactFood': 'chocolate fudge'}, {'retainedWeight': 19.48813162765832, 'exactFood': 'graham crackers'}, {'retainedWeight': 5.800039174898309, 'exactFood': 'marshmallows'}, {'retainedWeight': 5.278035649068234, 'exactFood': 'semisweet chocolate chips'}]"
Smoked Macaroni & Cheese,e60451,"['SUGAR_CONSCIOUS', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE', 'KOSHER']","['2.78 grams unsalted butter', '1.53 grams all-purpose flour', '41.86 grams milk', '0.78 grams tomato paste', '12.94 grams Cheddar cheese', '10.59 grams Gouda cheese', '0.02 grams Salt', '0.3 grams black pepper', '5.56 grams bread', '1.39 grams unsalted butter', '22.24 grams rigatoni']","['Gouda cheese', 'bread', 'all-purpose flour', 'Cheddar cheese', 'black pepper', 'unsalted butter', 'rigatoni', 'tomato paste', 'Salt', 'milk']","[{'retainedWeight': 2.7843573454628703, 'exactFood': 'unsalted butter'}, {'retainedWeight': 1.5318867437625827, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 41.86340093354386, 'exactFood': 'milk'}, {'retainedWeight': 0.7843260128064423, 'exactFood': 'tomato paste'}, {'retainedWeight': 12.941379211306298, 'exactFood': 'Cheddar cheese'}, {'retainedWeight': 10.588401172886972, 'exactFood': 'Gouda cheese'}, {'retainedWeight': 0.020944313586939975, 'exactFood': 'Salt'}, {'retainedWeight': 0.29904004691848374, 'exactFood': 'black pepper'}, {'retainedWeight': 5.558817109398821, 'exactFood': 'bread'}, {'retainedWeight': 1.3921786727314351, 'exactFood': 'unsalted butter'}, {'retainedWeight': 22.235268437595284, 'exactFood': 'rigatoni'}]"
